Tokenizer,lowercase,N-gram,Min_df,Max_df,Accuracy
Vectorizer.TfIdf,False,4,5,210,0.9169568020631851
Vectorizer.TfIdf,False,4,5,310,0.9232753062540296
Vectorizer.TfIdf,False,4,5,410,0.922501611863314
Vectorizer.TfIdf,False,4,5,510,0.9222437137330755
Vectorizer.TfIdf,False,4,5,610,0.919277885235332
Vectorizer.TfIdf,False,4,5,710,0.9172147001934235
Vectorizer.TfIdf,False,4,5,810,0.9170857511283044
Vectorizer.TfIdf,False,4,5,910,0.9196647324306899
Vectorizer.TfIdf,False,4,5,1010,0.9199226305609284
Vectorizer.TfIdf,False,4,5,1110,0.9182462927143779
Vectorizer.TfIdf,False,4,5,1210,0.9172147001934235
Vectorizer.TfIdf,False,4,5,1310,0.9169568020631851
Vectorizer.TfIdf,False,4,5,1410,0.9165699548678272
Vectorizer.TfIdf,False,4,5,1510,0.9165699548678272
Vectorizer.TfIdf,False,4,6,10,0.818568665377176
Vectorizer.TfIdf,False,4,6,110,0.907672469374597
Vectorizer.TfIdf,False,4,6,210,0.914119922630561
Vectorizer.TfIdf,False,4,6,310,0.9214700193423597
Vectorizer.TfIdf,False,4,6,410,0.9212121212121213
Vectorizer.TfIdf,False,4,6,510,0.921598968407479
Vectorizer.TfIdf,False,4,6,610,0.9190199871050935
Vectorizer.TfIdf,False,4,6,710,0.9168278529980658
Vectorizer.TfIdf,False,4,6,810,0.9159252095422308
Vectorizer.TfIdf,False,4,6,910,0.9188910380399742
Vectorizer.TfIdf,False,4,6,1010,0.9190199871050935
Vectorizer.TfIdf,False,4,6,1110,0.91785944551902
Vectorizer.TfIdf,False,4,6,1210,0.9174725983236621
Vectorizer.TfIdf,False,4,6,1310,0.9164410058027079
Vectorizer.TfIdf,False,4,6,1410,0.9164410058027079
Vectorizer.TfIdf,False,4,6,1510,0.9159252095422308
Vectorizer.TfIdf,False,4,7,10,0.7865892972275951
Vectorizer.TfIdf,False,4,7,110,0.9027724049000645
Vectorizer.TfIdf,False,4,7,210,0.9111540941328176
Vectorizer.TfIdf,False,4,7,310,0.9203094777562862
Vectorizer.TfIdf,False,4,7,410,0.9194068343004513
Vectorizer.TfIdf,False,4,7,510,0.9188910380399742
Vectorizer.TfIdf,False,4,7,610,0.9161831076724694
Vectorizer.TfIdf,False,4,7,710,0.9138620245003224
Vectorizer.TfIdf,False,4,7,810,0.9136041263700838
Vectorizer.TfIdf,False,4,7,910,0.9157962604771115
Vectorizer.TfIdf,False,4,7,1010,0.9161831076724694
Vectorizer.TfIdf,False,4,7,1110,0.9147646679561573
Vectorizer.TfIdf,False,4,7,1210,0.914119922630561
Vectorizer.TfIdf,False,4,7,1310,0.9143778207607994
Vectorizer.TfIdf,False,4,7,1410,0.914119922630561
Vectorizer.TfIdf,False,4,7,1510,0.9134751773049645
Vectorizer.TfIdf,False,4,8,10,0.7460992907801418
Vectorizer.TfIdf,False,4,8,110,0.8994197292069632
Vectorizer.TfIdf,False,4,8,210,0.9093488072211476
Vectorizer.TfIdf,False,4,8,310,0.9170857511283044
Vectorizer.TfIdf,False,4,8,410,0.9181173436492586
Vectorizer.TfIdf,False,4,8,510,0.91785944551902
Vectorizer.TfIdf,False,4,8,610,0.9165699548678272
Vectorizer.TfIdf,False,4,8,710,0.9138620245003224
Vectorizer.TfIdf,False,4,8,810,0.9138620245003224
Vectorizer.TfIdf,False,4,8,910,0.9166989039329465
Vectorizer.TfIdf,False,4,8,1010,0.9160541586073501
Vectorizer.TfIdf,False,4,8,1110,0.9130883301096067
Vectorizer.TfIdf,False,4,8,1210,0.9125725338491296
Vectorizer.TfIdf,False,4,8,1310,0.9136041263700838
Vectorizer.TfIdf,False,4,8,1410,0.9136041263700838
Vectorizer.TfIdf,False,4,8,1510,0.9128304319793682
Vectorizer.TfIdf,False,4,9,10,0.708575112830432
Vectorizer.TfIdf,False,4,9,110,0.8973565441650548
Vectorizer.TfIdf,False,4,9,210,0.90715667311412
Vectorizer.TfIdf,False,4,9,310,0.9160541586073501
Vectorizer.TfIdf,False,4,9,410,0.9152804642166344
Vectorizer.TfIdf,False,4,9,510,0.9166989039329465
Vectorizer.TfIdf,False,4,9,610,0.9147646679561573
Vectorizer.TfIdf,False,4,9,710,0.9121856866537718
Vectorizer.TfIdf,False,4,9,810,0.9124435847840103
Vectorizer.TfIdf,False,4,9,910,0.9147646679561573
Vectorizer.TfIdf,False,4,9,1010,0.9151515151515152
Vectorizer.TfIdf,False,4,9,1110,0.9128304319793682
Vectorizer.TfIdf,False,4,9,1210,0.9128304319793682
Vectorizer.TfIdf,False,4,9,1310,0.9128304319793682
Vectorizer.TfIdf,False,4,9,1410,0.9133462282398452
Vectorizer.TfIdf,False,4,9,1510,0.9129593810444874
Vectorizer.TfIdf,False,4,10,10,0.6425531914893617
Vectorizer.TfIdf,False,4,10,110,0.8968407479045777
Vectorizer.TfIdf,False,4,10,210,0.9058671824629272
Vectorizer.TfIdf,False,4,10,310,0.9130883301096067
Vectorizer.TfIdf,False,4,10,410,0.9150225660863959
Vectorizer.TfIdf,False,4,10,510,0.9143778207607994
Vectorizer.TfIdf,False,4,10,610,0.9111540941328176
Vectorizer.TfIdf,False,4,10,710,0.9101225016118634
Vectorizer.TfIdf,False,4,10,810,0.9107672469374597
Vectorizer.TfIdf,False,4,10,910,0.9138620245003224
Vectorizer.TfIdf,False,4,10,1010,0.9147646679561573
Vectorizer.TfIdf,False,4,10,1110,0.912314635718891
Vectorizer.TfIdf,False,4,10,1210,0.9124435847840103
Vectorizer.TfIdf,False,4,10,1310,0.9121856866537718
Vectorizer.TfIdf,False,4,10,1410,0.912314635718891
Vectorizer.TfIdf,False,4,10,1510,0.9124435847840103
Vectorizer.TfIdf,False,5,1,10,0.9114119922630561
Vectorizer.TfIdf,False,5,1,110,0.922501611863314
Vectorizer.TfIdf,False,5,1,210,0.9208252740167634
Vectorizer.TfIdf,False,5,1,310,0.9237911025145068
Vectorizer.TfIdf,False,5,1,410,0.9199226305609284
Vectorizer.TfIdf,False,5,1,510,0.9168278529980658
Vectorizer.TfIdf,False,5,1,610,0.9154094132817537
Vectorizer.TfIdf,False,5,1,710,0.9145067698259187
Vectorizer.TfIdf,False,5,1,810,0.9128304319793682
Vectorizer.TfIdf,False,5,1,910,0.910896196002579
Vectorizer.TfIdf,False,5,1,1010,0.9105093488072211
Vectorizer.TfIdf,False,5,1,1110,0.9103803997421018
Vectorizer.TfIdf,False,5,1,1210,0.9103803997421018
Vectorizer.TfIdf,False,5,1,1310,0.9097356544165055
Vectorizer.TfIdf,False,5,1,1410,0.9083172147001934
Vectorizer.TfIdf,False,5,1,1510,0.9066408768536428
Vectorizer.TfIdf,False,5,2,10,0.9019987105093488
Vectorizer.TfIdf,False,5,2,110,0.9253384912959381
Vectorizer.TfIdf,False,5,2,210,0.9237911025145068
Vectorizer.TfIdf,False,5,2,310,0.9252095422308189
Vectorizer.TfIdf,False,5,2,410,0.9244358478401031
Vectorizer.TfIdf,False,5,2,510,0.9246937459703417
Vectorizer.TfIdf,False,5,2,610,0.9221147646679562
Vectorizer.TfIdf,False,5,2,710,0.9205673758865248
Vectorizer.TfIdf,False,5,2,810,0.921083172147002
Vectorizer.TfIdf,False,5,2,910,0.9205673758865248
Vectorizer.TfIdf,False,5,2,1010,0.9197936814958092
Vectorizer.TfIdf,False,5,2,1110,0.9185041908446164
Vectorizer.TfIdf,False,5,2,1210,0.9165699548678272
Vectorizer.TfIdf,False,5,2,1310,0.9176015473887814
Vectorizer.TfIdf,False,5,2,1410,0.9183752417794971
Vectorizer.TfIdf,False,5,2,1510,0.9181173436492586
Vectorizer.TfIdf,False,5,3,10,0.8765957446808511
Vectorizer.TfIdf,False,5,3,110,0.9185041908446164
Vectorizer.TfIdf,False,5,3,210,0.921083172147002
Vectorizer.TfIdf,False,5,3,310,0.9264990328820116
Vectorizer.TfIdf,False,5,3,410,0.9240490006447454
Vectorizer.TfIdf,False,5,3,510,0.9231463571889104
Vectorizer.TfIdf,False,5,3,610,0.9200515796260477
Vectorizer.TfIdf,False,5,3,710,0.9188910380399742
Vectorizer.TfIdf,False,5,3,810,0.9196647324306899
Vectorizer.TfIdf,False,5,3,910,0.9196647324306899
Vectorizer.TfIdf,False,5,3,1010,0.9194068343004513
Vectorizer.TfIdf,False,5,3,1110,0.9194068343004513
Vectorizer.TfIdf,False,5,3,1210,0.9185041908446164
Vectorizer.TfIdf,False,5,3,1310,0.9186331399097356
Vectorizer.TfIdf,False,5,3,1410,0.9173436492585428
Vectorizer.TfIdf,False,5,3,1510,0.9172147001934235
Vectorizer.TfIdf,False,5,4,10,0.8625402965828498
Vectorizer.TfIdf,False,5,4,110,0.913217279174726
Vectorizer.TfIdf,False,5,4,210,0.9187620889748549
Vectorizer.TfIdf,False,5,4,310,0.9239200515796261
Vectorizer.TfIdf,False,5,4,410,0.9223726627981947
Vectorizer.TfIdf,False,5,4,510,0.9213410702772404
Vectorizer.TfIdf,False,5,4,610,0.9191489361702128
Vectorizer.TfIdf,False,5,4,710,0.9172147001934235
Vectorizer.TfIdf,False,5,4,810,0.9181173436492586
Vectorizer.TfIdf,False,5,4,910,0.9183752417794971
Vectorizer.TfIdf,False,5,4,1010,0.9194068343004513
Vectorizer.TfIdf,False,5,4,1110,0.91785944551902
Vectorizer.TfIdf,False,5,4,1210,0.9172147001934235
Vectorizer.TfIdf,False,5,4,1310,0.9165699548678272
Vectorizer.TfIdf,False,5,4,1410,0.9156673114119923
Vectorizer.TfIdf,False,5,4,1510,0.9150225660863959
Vectorizer.TfIdf,False,5,5,10,0.8439716312056738
Vectorizer.TfIdf,False,5,5,110,0.9111540941328176
Vectorizer.TfIdf,False,5,5,210,0.9166989039329465
Vectorizer.TfIdf,False,5,5,310,0.9235332043842682
Vectorizer.TfIdf,False,5,5,410,0.9223726627981947
Vectorizer.TfIdf,False,5,5,510,0.9217279174725983
Vectorizer.TfIdf,False,5,5,610,0.9191489361702128
Vectorizer.TfIdf,False,5,5,710,0.9173436492585428
Vectorizer.TfIdf,False,5,5,810,0.9170857511283044
Vectorizer.TfIdf,False,5,5,910,0.9194068343004513
Vectorizer.TfIdf,False,5,5,1010,0.9199226305609284
Vectorizer.TfIdf,False,5,5,1110,0.9179883945841393
Vectorizer.TfIdf,False,5,5,1210,0.9170857511283044
Vectorizer.TfIdf,False,5,5,1310,0.9164410058027079
Vectorizer.TfIdf,False,5,5,1410,0.9165699548678272
Vectorizer.TfIdf,False,5,5,1510,0.9161831076724694
Vectorizer.TfIdf,False,5,6,10,0.8186976144422953
Vectorizer.TfIdf,False,5,6,110,0.9078014184397163
Vectorizer.TfIdf,False,5,6,210,0.9136041263700838
Vectorizer.TfIdf,False,5,6,310,0.9206963249516441
Vectorizer.TfIdf,False,5,6,410,0.9212121212121213
Vectorizer.TfIdf,False,5,6,510,0.921083172147002
Vectorizer.TfIdf,False,5,6,610,0.9188910380399742
Vectorizer.TfIdf,False,5,6,710,0.9169568020631851
Vectorizer.TfIdf,False,5,6,810,0.9159252095422308
Vectorizer.TfIdf,False,5,6,910,0.9186331399097356
Vectorizer.TfIdf,False,5,6,1010,0.9188910380399742
Vectorizer.TfIdf,False,5,6,1110,0.9179883945841393
Vectorizer.TfIdf,False,5,6,1210,0.9173436492585428
Vectorizer.TfIdf,False,5,6,1310,0.9161831076724694
Vectorizer.TfIdf,False,5,6,1410,0.9161831076724694
Vectorizer.TfIdf,False,5,6,1510,0.9159252095422308
Vectorizer.TfIdf,False,5,7,10,0.7867182462927144
Vectorizer.TfIdf,False,5,7,110,0.9026434558349452
Vectorizer.TfIdf,False,5,7,210,0.9111540941328176
Vectorizer.TfIdf,False,5,7,310,0.9199226305609284
Vectorizer.TfIdf,False,5,7,410,0.9190199871050935
Vectorizer.TfIdf,False,5,7,510,0.9187620889748549
Vectorizer.TfIdf,False,5,7,610,0.9157962604771115
Vectorizer.TfIdf,False,5,7,710,0.9136041263700838
Vectorizer.TfIdf,False,5,7,810,0.913217279174726
Vectorizer.TfIdf,False,5,7,910,0.9157962604771115
Vectorizer.TfIdf,False,5,7,1010,0.9159252095422308
Vectorizer.TfIdf,False,5,7,1110,0.9148936170212766
Vectorizer.TfIdf,False,5,7,1210,0.9139909735654417
Vectorizer.TfIdf,False,5,7,1310,0.9143778207607994
Vectorizer.TfIdf,False,5,7,1410,0.9138620245003224
Vectorizer.TfIdf,False,5,7,1510,0.9130883301096067
Vectorizer.TfIdf,False,5,8,10,0.7470019342359768
Vectorizer.TfIdf,False,5,8,110,0.8995486782720825
Vectorizer.TfIdf,False,5,8,210,0.9090909090909091
Vectorizer.TfIdf,False,5,8,310,0.9168278529980658
Vectorizer.TfIdf,False,5,8,410,0.9179883945841393
Vectorizer.TfIdf,False,5,8,510,0.91785944551902
Vectorizer.TfIdf,False,5,8,610,0.9163120567375886
Vectorizer.TfIdf,False,5,8,710,0.9139909735654417
Vectorizer.TfIdf,False,5,8,810,0.9137330754352031
Vectorizer.TfIdf,False,5,8,910,0.9164410058027079
Vectorizer.TfIdf,False,5,8,1010,0.9159252095422308
Vectorizer.TfIdf,False,5,8,1110,0.9128304319793682
Vectorizer.TfIdf,False,5,8,1210,0.9124435847840103
Vectorizer.TfIdf,False,5,8,1310,0.9128304319793682
Vectorizer.TfIdf,False,5,8,1410,0.9134751773049645
Vectorizer.TfIdf,False,5,8,1510,0.9124435847840103
Vectorizer.TfIdf,False,5,9,10,0.7096067053513863
Vectorizer.TfIdf,False,5,9,110,0.8972275950999355
Vectorizer.TfIdf,False,5,9,210,0.9072856221792392
Vectorizer.TfIdf,False,5,9,310,0.9157962604771115
Vectorizer.TfIdf,False,5,9,410,0.9154094132817537
Vectorizer.TfIdf,False,5,9,510,0.9165699548678272
Vectorizer.TfIdf,False,5,9,610,0.9142488716956803
Vectorizer.TfIdf,False,5,9,710,0.9121856866537718
Vectorizer.TfIdf,False,5,9,810,0.9124435847840103
Vectorizer.TfIdf,False,5,9,910,0.914635718891038
Vectorizer.TfIdf,False,5,9,1010,0.9145067698259187
Vectorizer.TfIdf,False,5,9,1110,0.9121856866537718
Vectorizer.TfIdf,False,5,9,1210,0.9124435847840103
Vectorizer.TfIdf,False,5,9,1310,0.9125725338491296
Vectorizer.TfIdf,False,5,9,1410,0.913217279174726
Vectorizer.TfIdf,False,5,9,1510,0.9130883301096067
Vectorizer.TfIdf,False,5,10,10,0.6430689877498388
Vectorizer.TfIdf,False,5,10,110,0.8963249516441005
Vectorizer.TfIdf,False,5,10,210,0.9058671824629272
Vectorizer.TfIdf,False,5,10,310,0.9129593810444874
Vectorizer.TfIdf,False,5,10,410,0.9147646679561573
Vectorizer.TfIdf,False,5,10,510,0.914119922630561
Vectorizer.TfIdf,False,5,10,610,0.910896196002579
Vectorizer.TfIdf,False,5,10,710,0.9099935525467441
Vectorizer.TfIdf,False,5,10,810,0.9106382978723404
Vectorizer.TfIdf,False,5,10,910,0.9138620245003224
Vectorizer.TfIdf,False,5,10,1010,0.9142488716956803
Vectorizer.TfIdf,False,5,10,1110,0.912314635718891
Vectorizer.TfIdf,False,5,10,1210,0.9121856866537718
Vectorizer.TfIdf,False,5,10,1310,0.9117988394584139
Vectorizer.TfIdf,False,5,10,1410,0.9124435847840103
Vectorizer.TfIdf,False,5,10,1510,0.912314635718891
Vectorizer.TfIdf,False,6,1,10,0.9119277885235332
Vectorizer.TfIdf,False,6,1,110,0.9217279174725983
Vectorizer.TfIdf,False,6,1,210,0.9200515796260477
Vectorizer.TfIdf,False,6,1,310,0.9232753062540296
Vectorizer.TfIdf,False,6,1,410,0.9197936814958092
Vectorizer.TfIdf,False,6,1,510,0.9168278529980658
Vectorizer.TfIdf,False,6,1,610,0.9142488716956803
Vectorizer.TfIdf,False,6,1,710,0.913217279174726
Vectorizer.TfIdf,False,6,1,810,0.9119277885235332
Vectorizer.TfIdf,False,6,1,910,0.9099935525467441
Vectorizer.TfIdf,False,6,1,1010,0.9098646034816248
Vectorizer.TfIdf,False,6,1,1110,0.9097356544165055
Vectorizer.TfIdf,False,6,1,1210,0.9099935525467441
Vectorizer.TfIdf,False,6,1,1310,0.9080593165699549
Vectorizer.TfIdf,False,6,1,1410,0.9061250805931657
Vectorizer.TfIdf,False,6,1,1510,0.9047066408768536
Vectorizer.TfIdf,False,6,2,10,0.9022566086395873
Vectorizer.TfIdf,False,6,2,110,0.9246937459703417
Vectorizer.TfIdf,False,6,2,210,0.9240490006447454
Vectorizer.TfIdf,False,6,2,310,0.9253384912959381
Vectorizer.TfIdf,False,6,2,410,0.9244358478401031
Vectorizer.TfIdf,False,6,2,510,0.9232753062540296
Vectorizer.TfIdf,False,6,2,610,0.9214700193423597
Vectorizer.TfIdf,False,6,2,710,0.9194068343004513
Vectorizer.TfIdf,False,6,2,810,0.921083172147002
Vectorizer.TfIdf,False,6,2,910,0.9194068343004513
Vectorizer.TfIdf,False,6,2,1010,0.9187620889748549
Vectorizer.TfIdf,False,6,2,1110,0.9181173436492586
Vectorizer.TfIdf,False,6,2,1210,0.9174725983236621
Vectorizer.TfIdf,False,6,2,1310,0.9169568020631851
Vectorizer.TfIdf,False,6,2,1410,0.9174725983236621
Vectorizer.TfIdf,False,6,2,1510,0.9170857511283044
Vectorizer.TfIdf,False,6,3,10,0.8765957446808511
Vectorizer.TfIdf,False,6,3,110,0.9185041908446164
Vectorizer.TfIdf,False,6,3,210,0.921083172147002
Vectorizer.TfIdf,False,6,3,310,0.9266279819471309
Vectorizer.TfIdf,False,6,3,410,0.9243068987749838
Vectorizer.TfIdf,False,6,3,510,0.9231463571889104
Vectorizer.TfIdf,False,6,3,610,0.920180528691167
Vectorizer.TfIdf,False,6,3,710,0.9186331399097356
Vectorizer.TfIdf,False,6,3,810,0.9195357833655706
Vectorizer.TfIdf,False,6,3,910,0.9194068343004513
Vectorizer.TfIdf,False,6,3,1010,0.919277885235332
Vectorizer.TfIdf,False,6,3,1110,0.9194068343004513
Vectorizer.TfIdf,False,6,3,1210,0.9186331399097356
Vectorizer.TfIdf,False,6,3,1310,0.9185041908446164
Vectorizer.TfIdf,False,6,3,1410,0.9174725983236621
Vectorizer.TfIdf,False,6,3,1510,0.9172147001934235
Vectorizer.TfIdf,False,6,4,10,0.8626692456479691
Vectorizer.TfIdf,False,6,4,110,0.913217279174726
Vectorizer.TfIdf,False,6,4,210,0.9188910380399742
Vectorizer.TfIdf,False,6,4,310,0.9239200515796261
Vectorizer.TfIdf,False,6,4,410,0.922501611863314
Vectorizer.TfIdf,False,6,4,510,0.9214700193423597
Vectorizer.TfIdf,False,6,4,610,0.919277885235332
Vectorizer.TfIdf,False,6,4,710,0.9173436492585428
Vectorizer.TfIdf,False,6,4,810,0.9179883945841393
Vectorizer.TfIdf,False,6,4,910,0.9183752417794971
Vectorizer.TfIdf,False,6,4,1010,0.919277885235332
Vectorizer.TfIdf,False,6,4,1110,0.9181173436492586
Vectorizer.TfIdf,False,6,4,1210,0.9170857511283044
Vectorizer.TfIdf,False,6,4,1310,0.9164410058027079
Vectorizer.TfIdf,False,6,4,1410,0.9156673114119923
Vectorizer.TfIdf,False,6,4,1510,0.9147646679561573
Vectorizer.TfIdf,False,6,5,10,0.8438426821405545
Vectorizer.TfIdf,False,6,5,110,0.9111540941328176
Vectorizer.TfIdf,False,6,5,210,0.9168278529980658
Vectorizer.TfIdf,False,6,5,310,0.9235332043842682
Vectorizer.TfIdf,False,6,5,410,0.922501611863314
Vectorizer.TfIdf,False,6,5,510,0.9218568665377176
Vectorizer.TfIdf,False,6,5,610,0.919277885235332
Vectorizer.TfIdf,False,6,5,710,0.9176015473887814
Vectorizer.TfIdf,False,6,5,810,0.9170857511283044
Vectorizer.TfIdf,False,6,5,910,0.9194068343004513
Vectorizer.TfIdf,False,6,5,1010,0.9199226305609284
Vectorizer.TfIdf,False,6,5,1110,0.9181173436492586
Vectorizer.TfIdf,False,6,5,1210,0.9170857511283044
Vectorizer.TfIdf,False,6,5,1310,0.9164410058027079
Vectorizer.TfIdf,False,6,5,1410,0.9164410058027079
Vectorizer.TfIdf,False,6,5,1510,0.9161831076724694
Vectorizer.TfIdf,False,6,6,10,0.819471308833011
Vectorizer.TfIdf,False,6,6,110,0.9079303675048356
Vectorizer.TfIdf,False,6,6,210,0.9136041263700838
Vectorizer.TfIdf,False,6,6,310,0.9206963249516441
Vectorizer.TfIdf,False,6,6,410,0.9213410702772404
Vectorizer.TfIdf,False,6,6,510,0.921083172147002
Vectorizer.TfIdf,False,6,6,610,0.9188910380399742
Vectorizer.TfIdf,False,6,6,710,0.9169568020631851
Vectorizer.TfIdf,False,6,6,810,0.9157962604771115
Vectorizer.TfIdf,False,6,6,910,0.9186331399097356
Vectorizer.TfIdf,False,6,6,1010,0.9188910380399742
Vectorizer.TfIdf,False,6,6,1110,0.9179883945841393
Vectorizer.TfIdf,False,6,6,1210,0.9174725983236621
Vectorizer.TfIdf,False,6,6,1310,0.9164410058027079
Vectorizer.TfIdf,False,6,6,1410,0.9163120567375886
Vectorizer.TfIdf,False,6,6,1510,0.9159252095422308
Vectorizer.TfIdf,False,6,7,10,0.7867182462927144
Vectorizer.TfIdf,False,6,7,110,0.9026434558349452
Vectorizer.TfIdf,False,6,7,210,0.9111540941328176
Vectorizer.TfIdf,False,6,7,310,0.9199226305609284
Vectorizer.TfIdf,False,6,7,410,0.919277885235332
Vectorizer.TfIdf,False,6,7,510,0.9187620889748549
Vectorizer.TfIdf,False,6,7,610,0.9157962604771115
Vectorizer.TfIdf,False,6,7,710,0.9137330754352031
Vectorizer.TfIdf,False,6,7,810,0.913217279174726
Vectorizer.TfIdf,False,6,7,910,0.9156673114119923
Vectorizer.TfIdf,False,6,7,1010,0.9157962604771115
Vectorizer.TfIdf,False,6,7,1110,0.9148936170212766
Vectorizer.TfIdf,False,6,7,1210,0.9139909735654417
Vectorizer.TfIdf,False,6,7,1310,0.9142488716956803
Vectorizer.TfIdf,False,6,7,1410,0.9137330754352031
Vectorizer.TfIdf,False,6,7,1510,0.9130883301096067
Vectorizer.TfIdf,False,6,8,10,0.7470019342359768
Vectorizer.TfIdf,False,6,8,110,0.8995486782720825
Vectorizer.TfIdf,False,6,8,210,0.9093488072211476
Vectorizer.TfIdf,False,6,8,310,0.9169568020631851
Vectorizer.TfIdf,False,6,8,410,0.9181173436492586
Vectorizer.TfIdf,False,6,8,510,0.91785944551902
Vectorizer.TfIdf,False,6,8,610,0.9163120567375886
Vectorizer.TfIdf,False,6,8,710,0.9138620245003224
Vectorizer.TfIdf,False,6,8,810,0.9138620245003224
Vectorizer.TfIdf,False,6,8,910,0.9163120567375886
Vectorizer.TfIdf,False,6,8,1010,0.9159252095422308
Vectorizer.TfIdf,False,6,8,1110,0.9129593810444874
Vectorizer.TfIdf,False,6,8,1210,0.9124435847840103
Vectorizer.TfIdf,False,6,8,1310,0.9129593810444874
Vectorizer.TfIdf,False,6,8,1410,0.9134751773049645
Vectorizer.TfIdf,False,6,8,1510,0.9124435847840103
Vectorizer.TfIdf,False,6,9,10,0.7096067053513863
Vectorizer.TfIdf,False,6,9,110,0.8972275950999355
Vectorizer.TfIdf,False,6,9,210,0.9072856221792392
Vectorizer.TfIdf,False,6,9,310,0.9159252095422308
Vectorizer.TfIdf,False,6,9,410,0.9154094132817537
Vectorizer.TfIdf,False,6,9,510,0.9165699548678272
Vectorizer.TfIdf,False,6,9,610,0.9142488716956803
Vectorizer.TfIdf,False,6,9,710,0.9119277885235332
Vectorizer.TfIdf,False,6,9,810,0.9124435847840103
Vectorizer.TfIdf,False,6,9,910,0.9145067698259187
Vectorizer.TfIdf,False,6,9,1010,0.9143778207607994
Vectorizer.TfIdf,False,6,9,1110,0.9121856866537718
Vectorizer.TfIdf,False,6,9,1210,0.9124435847840103
Vectorizer.TfIdf,False,6,9,1310,0.9127014829142489
Vectorizer.TfIdf,False,6,9,1410,0.913217279174726
Vectorizer.TfIdf,False,6,9,1510,0.9130883301096067
Vectorizer.TfIdf,False,6,10,10,0.6430689877498388
Vectorizer.TfIdf,False,6,10,110,0.8961960025789814
Vectorizer.TfIdf,False,6,10,210,0.9061250805931657
Vectorizer.TfIdf,False,6,10,310,0.9128304319793682
Vectorizer.TfIdf,False,6,10,410,0.9147646679561573
Vectorizer.TfIdf,False,6,10,510,0.914119922630561
Vectorizer.TfIdf,False,6,10,610,0.9107672469374597
Vectorizer.TfIdf,False,6,10,710,0.9098646034816248
Vectorizer.TfIdf,False,6,10,810,0.9106382978723404
Vectorizer.TfIdf,False,6,10,910,0.9137330754352031
Vectorizer.TfIdf,False,6,10,1010,0.914119922630561
Vectorizer.TfIdf,False,6,10,1110,0.9124435847840103
Vectorizer.TfIdf,False,6,10,1210,0.9121856866537718
Vectorizer.TfIdf,False,6,10,1310,0.9116698903932946
Vectorizer.TfIdf,False,6,10,1410,0.9124435847840103
Vectorizer.TfIdf,False,6,10,1510,0.912314635718891
Vectorizer.TfIdf,False,7,1,10,0.9111540941328176
Vectorizer.TfIdf,False,7,1,110,0.9212121212121213
Vectorizer.TfIdf,False,7,1,210,0.9205673758865248
Vectorizer.TfIdf,False,7,1,310,0.922501611863314
Vectorizer.TfIdf,False,7,1,410,0.9188910380399742
Vectorizer.TfIdf,False,7,1,510,0.9170857511283044
Vectorizer.TfIdf,False,7,1,610,0.9129593810444874
Vectorizer.TfIdf,False,7,1,710,0.9121856866537718
Vectorizer.TfIdf,False,7,1,810,0.9111540941328176
Vectorizer.TfIdf,False,7,1,910,0.9092198581560283
Vectorizer.TfIdf,False,7,1,1010,0.9089619600257898
Vectorizer.TfIdf,False,7,1,1110,0.9088330109606705
Vectorizer.TfIdf,False,7,1,1210,0.9089619600257898
Vectorizer.TfIdf,False,7,1,1310,0.9070277240490007
Vectorizer.TfIdf,False,7,1,1410,0.9052224371373307
Vectorizer.TfIdf,False,7,1,1510,0.9030303030303031
Vectorizer.TfIdf,False,7,2,10,0.9019987105093488
Vectorizer.TfIdf,False,7,2,110,0.9244358478401031
Vectorizer.TfIdf,False,7,2,210,0.9234042553191489
Vectorizer.TfIdf,False,7,2,310,0.9250805931656996
Vectorizer.TfIdf,False,7,2,410,0.9241779497098646
Vectorizer.TfIdf,False,7,2,510,0.9231463571889104
Vectorizer.TfIdf,False,7,2,610,0.9222437137330755
Vectorizer.TfIdf,False,7,2,710,0.920180528691167
Vectorizer.TfIdf,False,7,2,810,0.921083172147002
Vectorizer.TfIdf,False,7,2,910,0.919277885235332
Vectorizer.TfIdf,False,7,2,1010,0.9191489361702128
Vectorizer.TfIdf,False,7,2,1110,0.9177304964539007
Vectorizer.TfIdf,False,7,2,1210,0.9173436492585428
Vectorizer.TfIdf,False,7,2,1310,0.9173436492585428
Vectorizer.TfIdf,False,7,2,1410,0.9173436492585428
Vectorizer.TfIdf,False,7,2,1510,0.9174725983236621
Vectorizer.TfIdf,False,7,3,10,0.8771115409413281
Vectorizer.TfIdf,False,7,3,110,0.9182462927143779
Vectorizer.TfIdf,False,7,3,210,0.921083172147002
Vectorizer.TfIdf,False,7,3,310,0.9264990328820116
Vectorizer.TfIdf,False,7,3,410,0.9241779497098646
Vectorizer.TfIdf,False,7,3,510,0.9230174081237911
Vectorizer.TfIdf,False,7,3,610,0.920180528691167
Vectorizer.TfIdf,False,7,3,710,0.9187620889748549
Vectorizer.TfIdf,False,7,3,810,0.9196647324306899
Vectorizer.TfIdf,False,7,3,910,0.919277885235332
Vectorizer.TfIdf,False,7,3,1010,0.919277885235332
Vectorizer.TfIdf,False,7,3,1110,0.9194068343004513
Vectorizer.TfIdf,False,7,3,1210,0.9185041908446164
Vectorizer.TfIdf,False,7,3,1310,0.9183752417794971
Vectorizer.TfIdf,False,7,3,1410,0.9174725983236621
